"Gender";"Country";"Age";"EmploymentStatus";"CurrentJobTitle";"LanguageRecommendation";"FormalEducation";"Major";"CompensationAmount";"CompensationCurrency";"TimeGatheringData";"TimeModelBuilding";"TimeProduction";"TimeVisualizing";"TimeFindingInsights";"TimeOtherSelect";"ExchangeRate"
"Male";"United States";35;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"A humanities discipline";117000;"USD";30;25;20;10;15;0;1
"Male";"India";27;"Employed full-time";"Business Analyst";"R";"Master's degree";"Engineering (non-computer focused)";658000;"";0;30;0;70;0;0;NA
"Male";"United States";32;"Employed part-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";47000;"USD";5;10;20;5;60;0;1
"Male";"United States";46;"Independent contractor, freelancer, or self-employed";"Other";"Python";"I did not complete any formal education past high school";"";160000;"USD";30;10;40;20;0;0;1
"Male";"United States";37;"Employed full-time";"Other";"Python";"Doctoral degree";"Mathematics or statistics";255000;"USD";0;20;79;0;1;0;1
"Male";"Mexico";37;"Employed full-time";"Data Scientist";"Java";"Bachelor's degree";"Computer Science";92000;"USD";0;0;0;100;0;0;1
"Female";"Belgium";28;"Employed full-time";"Other";"Python";"Master's degree";"Engineering (non-computer focused)";24000;"";20;0;0;50;30;0;NA
"Male";"United States";29;"Employed full-time";"Operations Research Practitioner";"Python";"Master's degree";"Mathematics or statistics";90000;"USD";60;20;0;5;15;0;1
"Male";"United States";32;"Employed full-time";"Operations Research Practitioner";"Python";"Master's degree";"Information technology, networking, or system administration";80000;"USD";40;20;0;20;20;0;1
"Male";"Canada";37;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";107000;"";45;15;5;15;20;0;NA
"Male";"Hong Kong";28;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Mathematics or statistics";208000;"HKD";40;20;10;20;10;0;0,127998
"Male";"People 's Republic of China";31;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";250000;"CNY";20;20;20;10;30;0;0,153
"Male";"United States";51;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Electrical Engineering";2e+05;"USD";20;50;10;10;10;0;1
"Female";"South Korea";30;"Employed full-time";"Data Miner";"R";"Doctoral degree";"Computer Science";10000;"";20;20;20;20;20;0;NA
"Male";"Other";26;"Employed full-time";"Engineer";"Python";"Master's degree";"Electrical Engineering";5500;"";50;10;10;20;10;0;NA
"Male";"Malaysia";34;"Employed full-time";"Other";"Python";"Bachelor's degree";"Electrical Engineering";77000;"USD";0;0;0;0;0;100;1
"Male";"United States";25;"Employed full-time";"Scientist/Researcher";"Matlab";"Master's degree";"Computer Science";20000;"USD";40;30;5;25;NA;0;1
"Male";"India";26;"Independent contractor, freelancer, or self-employed";"Data Scientist";"R";"Bachelor's degree";"Engineering (non-computer focused)";465000;"";10;60;5;20;5;0;NA
"Male";"United States";50;"Employed full-time";"Software Developer/Software Engineer";"C/C++/C#";"Bachelor's degree";"Mathematics or statistics";220000;"USD";50;20;0;10;0;20;1
"Male";"Vietnam";22;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";1e+07;"VND";0;0;0;90;10;0;4,4e-05
"Male";"United States";32;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Biology";180000;"USD";60;10;10;10;10;0;1
"Male";"United States";31;"Employed full-time";"Statistician";"R";"Master's degree";"Mathematics or statistics";105000;"USD";70;10;0;10;10;0;1
"Male";"Taiwan";48;"Employed full-time";"Engineer";"Python";"I did not complete any formal education past high school";"";5e+05;"TWD";0;0;0;0;0;100;0,033304
"Male";"Other";53;"Employed full-time";"Business Analyst";"Python";"Master's degree";"Engineering (non-computer focused)";175000;"USD";50;20;5;0;10;15;1
"A different identity";"United States";45;"Employed part-time";"Scientist/Researcher";"R";"Master's degree";"Other";20000;"USD";80;10;0;5;5;0;1
"Male";"India";25;"Employed full-time";"Machine Learning Engineer";"R";"Bachelor's degree";"Engineering (non-computer focused)";475000;"INR";50;25;5;15;5;0;0,01562
"Male";"Brazil";31;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";1e+05;"BRL";50;20;5;20;5;0;0,32135
"Male";"United States";64;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";140000;"USD";15;15;50;5;15;0;1
"Female";"United States";30;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"A humanities discipline";68000;"";30;30;10;20;10;0;NA
"Male";"Russia";28;"Employed full-time";"Computer Scientist";"C/C++/C#";"Doctoral degree";"Other";484000;"RUB";13;65;5;12;5;0;0,017402
"Female";"Taiwan";28;"Independent contractor, freelancer, or self-employed";"Researcher";"Python";"Master's degree";"A social science";1100000;"TWD";50;10;15;5;20;0;0,033304
"Male";"Japan";42;"Employed full-time";"Other";"Python";"Bachelor's degree";"Other";6500000;"JPY";40;40;0;10;10;0;0,009108
"Male";"Brazil";31;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Computer Science";80000;"BRL";10;50;20;10;10;0;0,32135
"Male";"India";24;"Employed full-time";"Software Developer/Software Engineer";"R";"Some college/university study without earning a bachelor's degree";"Computer Science";2200000;"INR";50;20;10;10;10;0;0,01562
"Male";"United States";26;"Employed full-time";"Business Analyst";"R";"Bachelor's degree";"Other";74000;"";35;25;10;15;15;0;NA
"Male";"People 's Republic of China";42;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Computer Science";6e+05;"CNY";25;25;30;10;10;0;0,153
"Male";"United States";30;"Employed full-time";"Computer Scientist";"Python";"Master's degree";"Computer Science";38000;"USD";20;40;30;5;5;0;1
"Male";"Brazil";32;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";330000;"";20;25;10;25;20;0;NA
"Male";"Japan";33;"Employed full-time";"Data Analyst";"Other";"Master's degree";"Physics";7e+06;"JPY";30;30;5;10;25;0;0,009108
"Male";"United States";22;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";85000;"USD";35;10;40;5;10;0;1
"Male";"United States";41;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Other";150000;"USD";45;20;5;20;10;0;1
"Female";"United States";38;"Employed full-time";"DBA/Database Engineer";"SAS";"Master's degree";"Computer Science";65000;"USD";25;50;10;10;5;0;1
"Male";"India";28;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Electrical Engineering";1300000;"INR";50;10;10;10;20;0;0,01562
"Male";"Philippines";23;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";55000;"PHP";40;20;5;10;25;0;0,019637
"Male";"United States";40;"Independent contractor, freelancer, or self-employed";"Scientist/Researcher";"Other";"Doctoral degree";"Physics";1e+11;"AMD";0;0;0;0;0;0;0,00209
"Female";"United States";31;"Employed full-time";"Other";"R";"Master's degree";"A social science";80000;"";10;10;10;50;20;0;NA
"Male";"United States";30;"Employed full-time";"Other";"SQL";"Master's degree";"A social science";65000;"USD";20;20;5;5;50;0;1
"Male";"Canada";NA;"Independent contractor, freelancer, or self-employed";"Other";"Python";"Bachelor's degree";"";0;"";80;1;17;1;1;0;NA
"Male";"United States";65;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Biology";134000;"USD";70;10;0;0;20;0;1
"Male";"Indonesia";27;"Employed full-time";"Other";"Python";"Bachelor's degree";"Information technology, networking, or system administration";0;"IDR";50;10;10;20;10;0;7,6e-05
"Male";"Colombia";35;"Employed full-time";"Other";"R";"Professional degree";"";8000;"";60;20;0;10;10;0;NA
"Male";"Other";39;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Electrical Engineering";150000;"";70;10;5;5;10;0;NA
"Male";"India";48;"Employed full-time";"Data Scientist";"Python";"Master's degree";"A social science";0;"BIF";30;10;30;10;20;0;0,000572
"Male";"Australia";50;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";2e+05;"AUD";30;30;20;10;10;0;0,80231
"Female";"Taiwan";40;"Employed full-time";"Computer Scientist";"Python";"Professional degree";"";70000;"TWD";40;30;10;10;10;0;0,033304
"Male";"United States";34;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Physics";320000;"USD";60;10;5;5;20;0;1
"Female";"Australia";38;"Employed full-time";"Researcher";"Python";"Master's degree";"Information technology, networking, or system administration";27000;"AUD";20;20;0;60;0;0;0,80231
"Male";"United States";65;"Employed full-time";"Statistician";"R";"Doctoral degree";"Psychology";160000;"";20;20;20;10;10;10;NA
"Male";"United States";43;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";140000;"";20;35;10;25;10;0;NA
"Male";"United States";21;"Independent contractor, freelancer, or self-employed";"Researcher";"Python";"Some college/university study without earning a bachelor's degree";"Other";22500;"";3;90;0;5;2;0;NA
"Male";"Taiwan";45;"Employed full-time";"Software Developer/Software Engineer";"R";"Master's degree";"Mathematics or statistics";1500000;"TWD";40;20;10;20;10;0;0,033304
"Male";"United States";31;"Employed full-time";"Data Scientist";"R";"Master's degree";"Computer Science";1e+05;"";30;40;10;0;20;0;NA
"Male";"Australia";32;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"Electrical Engineering";140000;"AUD";70;10;5;5;10;0;0,80231
"Male";"United States";46;"Employed full-time";"Data Scientist";"Python";"Some college/university study without earning a bachelor's degree";"Physics";110000;"USD";30;40;10;10;10;0;1
"Male";"People 's Republic of China";43;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Electrical Engineering";2e+05;"";15;50;5;10;20;0;NA
"Male";"Hong Kong";45;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Other";70000;"USD";60;30;5;5;0;0;1
"Male";"United States";23;"Employed full-time";"Data Scientist";"R";"Master's degree";"Electrical Engineering";120000;"USD";15;40;10;20;15;0;1
"Male";"Colombia";40;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"Information technology, networking, or system administration";1,3e+08;"COP";70;10;5;10;5;0;0,000342
"Male";"United States";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Electrical Engineering";103000;"USD";20;40;0;20;20;0;1
"Male";"United States";37;"Employed full-time";"Data Scientist";"R";"Master's degree";"A social science";78000;"";50;10;0;20;20;0;NA
"Female";"United States";37;"Employed part-time";"Data Analyst";"Python";"Doctoral degree";"";40000;"USD";10;30;5;15;30;10;1
"Male";"Russia";44;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Mathematics or statistics";7e+05;"RUB";50;0;0;30;20;0;0,017402
"Male";"United States";37;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";180000;"USD";20;20;40;15;5;NA;1
"Male";"United States";24;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";90000;"USD";10;30;10;30;20;0;1
"Male";"United States";39;"Employed full-time";"Other";"R";"Bachelor's degree";"Computer Science";115000;"USD";80;5;5;5;5;0;1
"Female";"Germany";31;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"";25000;"EUR";60;15;10;5;10;0;1,195826
"Male";"United States";25;"Employed full-time";"Machine Learning Engineer";"R";"Master's degree";"Mathematics or statistics";20000;"USD";15;35;0;25;25;0;1
"Male";"United States";41;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Electrical Engineering";210000;"USD";20;30;20;10;20;0;1
"Male";"United States";33;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";107000;"USD";90;3;3;3;1;0;1
"Female";"Australia";39;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";350000;"AUD";60;15;10;0;10;5;0,80231
"Male";"United States";49;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"A health science";125000;"USD";60;25;0;10;5;0;1
"Male";"Australia";35;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";116000;"AUD";50;10;0;40;0;0;0,80231
"Male";"United States";24;"Employed full-time";"Business Analyst";"SQL";"Master's degree";"Management information systems";72000;"USD";20;20;20;20;20;0;1
"Female";"Australia";48;"Independent contractor, freelancer, or self-employed";"Data Analyst";"R";"Master's degree";"A humanities discipline";250000;"AUD";30;25;10;5;30;0;0,80231
"Male";"India";32;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Engineering (non-computer focused)";1800000;"";50;0;0;40;10;0;NA
"Male";"United States";31;"Employed full-time";"DBA/Database Engineer";"Python";"Master's degree";"Electrical Engineering";67000;"USD";70;2;3;20;5;0;1
"Male";"Australia";33;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Other";150000;"";0;25;0;25;50;0;NA
"Male";"United States";43;"Employed full-time";"Data Scientist";"Python";"Master's degree";"";220000;"USD";40;30;10;10;10;0;1
"Male";"Switzerland";27;"Independent contractor, freelancer, or self-employed";"Data Analyst";"R";"Bachelor's degree";"Psychology";85000;"USD";35;14;1;25;25;0;1
"Male";"United States";48;"Employed full-time";"Software Developer/Software Engineer";"R";"Master's degree";"Other";114000;"";65;10;5;10;10;0;NA
"Female";"India";30;"Employed full-time";"Other";"R";"Bachelor's degree";"Management information systems";3e+06;"INR";20;30;10;10;30;0;0,01562
"Male";"People 's Republic of China";29;"Employed full-time";"Business Analyst";"Python";"Master's degree";"Engineering (non-computer focused)";180000;"CNY";10;40;30;10;10;0;0,153
"Male";"India";34;"Employed full-time";"Computer Scientist";"R";"Master's degree";"Computer Science";1e+05;"INR";20;70;0;0;10;0;0,01562
"Male";"Argentina";50;"Employed full-time";"Business Analyst";"R";"Some college/university study without earning a bachelor's degree";"Information technology, networking, or system administration";45000;"USD";20;20;0;5;0;55;1
"Male";"Canada";31;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";95000;"";30;10;10;30;20;0;NA
"Male";"Taiwan";38;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Management information systems";27000;"USD";10;10;20;50;10;0;1
"Male";"India";22;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";420000;"INR";70;5;5;10;10;0;0,01562
"Male";"United States";50;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";130000;"USD";20;30;20;20;10;0;1
"Female";"United States";32;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"Computer Science";305000;"USD";20;30;30;5;15;0;1
"Male";"Other";48;"Independent contractor, freelancer, or self-employed";"Data Scientist";"";"Bachelor's degree";"Computer Science";250000;"GTQ";25;40;20;5;10;0;0,136926
"Male";"India";25;"Employed full-time";"Other";"R";"Master's degree";"Computer Science";470000;"INR";40;20;10;10;20;0;0,01562
"Male";"Canada";28;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"A social science";70000;"CAD";30;10;10;35;15;0;0,823688
"Male";"Singapore";23;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Electrical Engineering";72000;"";10;10;60;10;10;0;NA
"Male";"Other";30;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Information technology, networking, or system administration";3e+06;"THB";50;10;20;10;10;0;0,030192
"Male";"Other";23;"Employed full-time";"Programmer";"Python";"Master's degree";"";42000;"NPR";40;35;10;5;10;0;0,009754
"Male";"United States";50;"Employed full-time";"Researcher";"Python";"Bachelor's degree";"Electrical Engineering";1e+06;"USD";60;0;0;40;0;0;1
"Male";"United States";24;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";90000;"";75;5;0;10;10;0;NA
"Male";"United States";44;"Employed full-time";"Scientist/Researcher";"SAS";"Doctoral degree";"Other";120000;"USD";10;78;0;2;10;0;1
"Male";"India";31;"Employed full-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";1400000;"INR";30;25;15;10;20;0;0,01562
